Frequency,North_Port_Input,South_Port_Output,DS_AFE_Input
279860046.3870,-0.0107,13.0467,-9.0097
279960571.2890,-0.1289,13.2267,-9.0697
280061096.1910,0.2429,12.8368,-9.5397
280161621.0940,-0.2457,13.1666,-9.1497
280262145.9960,-0.4343,13.4264,-9.1697
280362670.8980,-0.1128,13.2962,-9.9897
280463195.8010,-0.0314,13.3260,-9.3197
280563720.7030,-0.4400,13.2558,-9.9497
280664245.6050,-0.2086,13.3456,-9.9997
280764770.5080,-0.7171,13.6054,-9.4797
280865295.4100,-0.3957,13.5952,-9.5597
280965820.3120,-0.5943,13.7050,-9.2997
281066345.2150,-0.9629,13.4148,-9.4597
281166870.1170,-0.2214,13.2646,-9.5897
281267395.0200,-0.1400,13.6744,-9.5297
281367919.9220,-1.3786,12.8242,-10.5597
281468444.8240,-0.5174,13.1640,-9.9197
281568969.7270,-4.8468,9.6137,-14.2697
281669494.6290,-2.5262,11.8633,-11.7297
281770019.5310,-13.8055,0.1430,-23.0897
281870544.4340,-8.3149,5.8627,-17.6797
281971069.3360,-8.7943,5.0824,-18.5497
282071594.2380,-15.0137,-0.8680,-24.5097
282172119.1410,-2.5431,11.1017,-11.8497
282272644.0430,-4.9725,8.7614,-14.1297
282373168.9450,-1.1718,13.0511,-9.6497
282473693.8480,-1.4912,12.3907,-10.3597
282574218.7500,-0.4106,12.7004,-9.5097
282674743.6520,-0.6400,13.1601,-9.5997
282775268.5550,-0.2294,13.3398,-9.9697
282875793.4570,-0.2389,13.0195,-9.7997
282976318.3590,0.0213,13.6394,-9.4697
283076843.2620,-0.5484,13.4893,-9.4997
283177368.1640,-0.3181,13.2392,-9.4097
283277893.0660,0.2321,13.3791,-9.5097
283378417.9690,-0.2676,13.1390,-9.7297
283478942.8710,-0.4673,13.1489,-9.2997
283579467.7730,-0.2771,13.5788,-9.4897
283679992.6760,-0.4168,13.5887,-9.5397
283780517.5780,-0.6165,13.0686,-9.7297
283881042.4800,-0.3963,13.1784,-9.6497
283981567.3830,-0.6960,12.6983,-10.1397
284082092.2850,-0.6357,13.1582,-9.9697
284182617.1880,-0.2455,13.6081,-9.4997
284283142.0900,-0.4051,13.1282,-9.6997
284383666.9920,-0.2847,13.5884,-9.6197
284484191.8950,-0.5143,13.9086,-9.6197
284584716.7970,-0.7738,13.2688,-9.9097
284685241.6990,-0.0334,13.2890,-9.3697
284785766.6020,-0.6630,13.4992,-9.3597
284886291.5040,-0.5426,13.5994,-9.8897
284986816.4060,-0.5122,13.2196,-9.9797
285087341.3090,-0.6618,13.2698,-9.6197
285187866.2110,-0.7013,13.5400,-9.7897
285288391.1130,-0.8409,13.4702,-10.1797
285388916.0160,-0.3905,13.6804,-9.2797
285489440.9180,-0.1801,13.5806,-9.2397
285589965.8200,-0.7197,13.6608,-9.6097
285690490.7230,-0.7395,13.5411,-9.4997
285791015.6250,-0.0893,13.2014,-9.5197
285891540.5270,-0.2392,13.3917,-9.5097
285992065.4300,-0.5490,13.5120,-9.7897
286092590.3320,-0.2889,13.3224,-9.8697
286193115.2340,-0.4887,13.0627,-9.3697
286293640.1370,-0.6286,13.4730,-9.5997
286394165.0390,-0.1884,13.3733,-9.4297
286494689.9410,-0.2382,13.2036,-9.2797
286595214.8440,-0.6681,13.8039,-9.3997
286695739.7460,-0.4179,13.7342,-9.2997
286796264.6480,-0.3778,13.8146,-10.0197
286896789.5510,-0.3476,13.8249,-9.7497
286997314.4530,-0.6475,13.3052,-9.8897
287097839.3550,-0.2876,13.5355,-10.0297
287198364.2580,-0.7078,14.0358,-9.6997
287298889.1600,-1.0579,13.9760,-9.7497
287399414.0620,-1.7981,12.1763,-11.5097
287499938.9650,-0.7082,13.3766,-10.3797
287600463.8670,-5.6384,8.1369,-14.9897
287700988.7700,-3.2785,10.6172,-12.3797
287801513.6720,-16.6586,-2.5325,-25.2297
287902038.5740,-9.9788,3.9377,-18.8397
288002563.4770,-7.9989,6.3580,-17.2097
288103088.3790,-13.3991,0.9183,-22.5297
288203613.2810,-2.4592,11.5086,-12.0797
288304138.1840,-4.9694,9.5989,-14.1797
288404663.0860,-0.3892,12.8091,-10.1397
288505187.9880,-0.7583,12.4893,-10.9397
288605712.8910,-0.8274,12.7695,-10.2097
288706237.7930,-0.8764,13.0497,-10.1797
288806762.6950,-0.0555,13.0299,-9.8597
288907287.5980,-0.4546,13.0102,-10.0097
289007812.5000,-0.3437,13.2704,-9.9897
289108337.4020,-0.2027,13.0306,-10.1597
289208862.3050,-0.9518,13.0108,-9.5797
289309387.2070,-0.6209,13.2610,-9.6597
289409912.1090,-1.0099,12.9712,-9.6997
289510437.0120,-1.2290,12.8314,-9.7997
289610961.9140,-0.6781,13.3516,-10.0897
289711486.8160,-0.7872,13.2118,-9.7897
289812011.7190,-0.6458,13.1619,-9.6097
289912536.6210,-0.7441,13.3020,-10.0697
290013061.5230,-1.0723,13.6721,-9.6397
290113586.4260,-0.8706,13.2722,-9.6797
290214111.3280,-0.2789,13.3423,-9.6097
290314636.2300,-0.5771,13.7224,-9.6197
290415161.1330,-0.9254,13.2325,-9.5897
290515686.0350,-0.3436,13.3626,-9.5997
290616210.9380,-0.5619,13.4027,-9.8997
290716735.8400,-0.8501,13.3728,-9.7497
290817260.7420,-1.2684,13.4929,-10.2297
290917785.6450,-0.7066,13.3330,-10.2697
291018310.5470,-1.0649,13.7031,-9.2897
291118835.4490,-1.1131,13.6332,-9.7497
291219360.3520,-0.6820,13.5832,-9.3597
291319885.2540,-0.8212,13.7032,-9.1797
291420410.1560,-0.2605,13.1132,-9.6597
291520935.0590,-0.5797,13.3132,-9.4197
291621459.9610,-0.6789,13.6631,-10.2197
291721984.8630,-0.3981,13.4331,-9.9797
291822509.7660,-0.9773,13.9731,-9.9897
291923034.6680,-0.7165,13.8331,-10.2097
292023559.5700,-0.2257,13.4931,-10.1997
292124084.4730,-0.5149,13.7831,-9.7597
292224609.3750,-0.7641,13.0531,-9.4697
292325134.2770,-0.5133,13.1531,-9.7597
292425659.1800,-0.7925,13.5331,-9.9797
292526184.0820,-0.7317,13.4130,-9.9697
292626708.9840,-0.7631,13.9530,-10.2097
292727233.8870,-0.8647,13.9829,-9.9897
292827758.7890,-0.6463,14.0728,-9.7197
292928283.6910,-0.5678,14.0228,-10.0697
293028808.5940,-0.7994,13.3027,-10.0897
293129333.4960,-0.9010,13.7227,-9.7397
293229858.3980,-0.9326,13.2426,-10.2597
293330383.3010,-0.7342,13.2625,-10.1697
293430908.2030,-2.8158,11.8725,-12.0097
293531433.1050,-1.6374,12.8424,-10.7397
293631958.0080,-6.9490,7.2123,-16.6397
293732482.9100,-4.6506,10.1023,-13.8897
293833007.8120,-16.8422,-3.0278,-26.2297
293933532.7150,-11.4639,2.3221,-21.5397
294034057.6170,-6.9863,7.7021,-15.6897
294134582.5200,-11.5688,3.0421,-20.1497
294235107.4220,-2.0912,11.6321,-11.0597
294335632.3240,-3.9636,10.2221,-13.1697
294436157.2270,-0.4861,13.3820,-10.0597
294536682.1290,-0.9685,12.8820,-10.2397
294637207.0310,-0.5210,13.8020,-10.0897
294737731.9340,-0.4434,13.4320,-9.9997
294838256.8360,-1.1858,13.8620,-9.8197
294938781.7380,-0.8583,14.0620,-10.0097
295039306.6410,-0.7007,13.5719,-9.7897
295139831.5430,-0.8032,13.5719,-9.8197
295240356.4450,-0.7656,13.6019,-10.2597
295340881.3480,-0.6474,13.7319,-10.1297
295441406.2500,-0.7476,13.2720,-9.7997
295541931.1520,-1.0279,13.4021,-10.0797
295642456.0550,-0.5381,13.4022,-10.0197
295742980.9570,-0.6283,12.8323,-10.0097
295843505.8590,-1.0185,13.2124,-9.8397
295944030.7620,-0.7088,13.4025,-10.0397
296044555.6640,-0.9490,14.0626,-9.9297
296145080.5660,-1.0592,13.6627,-9.9297
296245605.4690,-0.7294,13.7628,-9.7597
296346130.3710,-0.6797,14.0829,-9.9397
296446655.2730,-0.7599,13.5930,-9.9497
296547180.1760,-0.7901,13.6631,-9.6497
296647705.0780,-0.5803,14.0332,-9.7097
296748229.9800,-0.7797,13.4934,-9.7097
296848754.8830,-1.0983,13.5236,-10.3097
296949279.7850,-0.8768,14.1938,-10.2897
297049804.6880,-0.8354,13.4640,-10.1897
297150329.5900,-0.8439,13.4142,-10.0397
297250854.4920,-0.9024,13.0444,-10.1597
297351379.3950,-0.9610,12.9846,-10.4497
297451904.2970,-0.9295,13.2648,-10.2297
297552429.1990,-1.0481,13.1050,-10.0397
297652954.1020,-1.2066,13.6352,-9.9297
297753479.0040,-1.0151,13.4354,-10.1297
297854003.9060,-1.0137,13.5556,-10.1697
297954528.8090,-1.0522,13.5658,-10.0397
298055053.7110,-0.7408,13.5760,-9.8597
298155578.6130,-0.9192,13.4761,-10.1397
298256103.5160,-1.0576,13.2463,-9.8697
298356628.4180,-0.7360,13.4564,-9.8297
298457153.3200,-0.9145,13.4565,-9.9997
298557678.2230,-0.8429,13.1166,-10.2397
298658203.1250,-0.7113,13.0967,-10.1297
298758728.0270,-0.9997,13.2969,-9.9197
298859252.9300,-0.8581,13.5570,-9.6597
298959777.8320,-0.7965,13.6271,-9.6097
299060302.7340,-1.2249,13.4972,-10.1897
299160827.6370,-1.0333,13.3574,-9.8097
299261352.5390,-1.3117,13.5875,-10.0897
299361877.4410,-1.2901,13.4776,-10.2097
299462402.3440,-3.2986,11.5877,-12.0997
299562927.2460,-2.1275,12.9277,-10.6097
299663452.1480,-8.2966,5.6476,-17.1897
299763977.0510,-5.0956,9.1975,-14.2597
299864501.9530,-16.1946,-1.5026,-25.4397
299965026.8550,-13.9837,0.2673,-23.0897
300065551.7580,-6.2027,8.3772,-15.6897
300166076.6600,-9.8017,4.6071,-19.4497
300266601.5620,-2.3408,11.9670,-11.5497
300367126.4650,-3.8598,10.4869,-13.4197
300467651.3670,-1.0989,13.9868,-10.3297
300568176.2700,-1.4879,13.2267,-10.3997
300668701.1720,-0.6769,13.6966,-10.2997
300769226.0740,-0.8460,14.1265,-10.2997
300869750.9770,-0.9650,13.5664,-9.6397
300970275.8790,-0.8444,13.3063,-10.2197
301070800.7810,-1.0638,13.5762,-9.8197
301171325.6840,-0.8732,13.6060,-9.7897
301271850.5860,-0.6926,13.4859,-9.7597
301372375.4880,-0.6920,13.7858,-9.3897
301472900.3910,-0.6514,13.2657,-10.3197
301573425.2930,-0.7609,13.3356,-10.1897
301673950.1950,-0.8103,13.7655,-10.5697
301774475.0980,-0.8197,13.4954,-10.3697
301875000.0000,-0.9191,13.6452,-9.9797
301975524.9020,-0.7985,13.7351,-10.2097
302076049.8050,-1.0579,13.4750,-9.9197
302176574.7070,-1.0973,13.6649,-9.9097
302277099.6090,-0.7166,13.2249,-9.8997
302377624.5120,-0.8859,13.1550,-9.9697
302478149.4140,-1.6151,13.4051,-10.2197
302578674.3160,-1.0343,13.4552,-9.9497
302679199.2190,-1.2035,13.5153,-9.7997
302779724.1210,-1.5328,13.5455,-9.9497
302880249.0230,-1.5020,13.6856,-10.3697
302980773.9260,-1.3312,13.4157,-10.2097
303081298.8280,-1.2204,13.8058,-10.4297
303181823.7300,-1.2797,14.3559,-10.4797
303282348.6330,-0.8089,13.6861,-10.3497
303382873.5350,-0.9781,13.3862,-10.2397
303483398.4380,-0.9873,13.9363,-10.2597
303583923.3400,-0.9366,14.0064,-10.3897
303684448.2420,-1.0265,13.4067,-9.8697
303784973.1450,-0.8072,13.7270,-9.9097
303885498.0470,-1.1980,13.4973,-10.0997
303986022.9490,-1.3687,13.2176,-10.0897
304086547.8520,-1.5694,13.3180,-10.6097
304187072.7540,-1.1902,13.5983,-10.5797
304287597.6560,-0.9909,13.7186,-10.2397
304388122.5590,-1.4916,13.5790,-10.4497
304488647.4610,-0.6224,13.2993,-10.1297
304589172.3630,-0.6631,13.6196,-10.3297
304689697.2660,-0.9738,13.5999,-10.0197
304790222.1680,-0.8446,13.2903,-9.8297
304890747.0700,-1.1053,13.7106,-10.1997
304991271.9730,-1.0960,13.5709,-10.0497
305091796.8750,-0.9477,13.6413,-10.5797
305192321.7770,-1.0999,13.7516,-10.7797
305292846.6800,-1.4220,13.5920,-10.8497
305393371.5820,-1.0142,13.7823,-10.3697
305493896.4840,-3.9763,10.8827,-13.4397
305594421.3870,-2.2384,12.4930,-11.8397
305694946.2890,-10.1406,4.2333,-19.4397
305795471.1910,-6.3027,8.1937,-15.8297
305895996.0940,-14.4349,0.6940,-23.2197
305996520.9960,-16.3970,-2.3156,-25.8197
306097045.8980,-5.2592,9.7547,-14.1297
306197570.8010,-8.8313,6.5251,-17.4297
306298095.7030,-1.7835,12.4854,-11.0097
306398620.6050,-2.8356,11.6658,-12.2097
306499145.5080,-1.1474,13.6360,-11.1797
306599670.4100,-1.2891,13.3262,-10.6797
306700195.3120,-1.3008,14.0665,-10.1897
306800720.2150,-1.4525,13.6467,-10.6197
306901245.1170,-1.1242,14.3269,-10.0497
307001770.0200,-1.2159,14.1571,-10.3397
307102294.9220,-1.0476,13.5773,-9.8497
307202819.8240,-0.7893,13.7976,-9.8897
307303344.7270,-0.8810,13.6678,-10.2397
307403869.6290,-1.1127,13.7980,-10.1497
307504394.5310,-1.0544,13.6182,-10.0497
307604919.4340,-0.9561,13.8185,-10.4297
307705444.3360,-1.4078,13.6687,-10.1497
307805969.2380,-1.2194,13.3689,-9.9497
307906494.1410,-0.9898,13.7191,-9.9897
308007019.0430,-0.9202,13.8693,-10.2297
308107543.9450,-0.9606,13.6395,-9.9797
308208068.8480,-1.0310,13.4297,-9.9697
308308593.7500,-1.9414,13.2298,-10.3797
308409118.6520,-1.3719,13.6000,-10.3797
308509643.5550,-1.3223,13.6602,-10.0897
308610168.4570,-1.7327,13.4004,-10.0497
308710693.3590,-0.8831,13.9506,-10.6597
308811218.2620,-1.2235,14.0108,-10.5497
308911743.1640,-1.4039,13.4210,-10.1197
309012268.0660,-0.9143,13.5612,-10.2397
309112792.9690,-1.3647,13.2213,-9.9197
309213317.8710,-1.5848,13.5016,-9.9697
309313842.7730,-0.5441,13.6018,-10.8797
309414367.6760,-0.7834,13.4320,-10.2097
309514892.5780,-0.9927,13.7223,-10.5597
309615417.4800,-0.7420,13.4525,-10.8197
309715942.3830,-1.1613,13.4328,-10.0697
309816467.2850,-1.0906,13.9930,-10.0397
309916992.1880,-0.8999,13.4732,-10.3497
310017517.0900,-0.9292,13.3535,-10.1297
310118041.9920,-1.3985,13.4437,-10.5197
310218566.8950,-1.4878,13.3440,-10.5897
310319091.7970,-1.3871,13.8342,-10.6697
310419616.6990,-1.2064,13.8544,-10.5497
310520141.6020,-1.4457,13.6747,-10.4097
310620666.5040,-1.5748,13.6750,-10.3897
310721191.4060,-1.4139,14.2953,-10.2397
310821716.3090,-1.1829,14.0156,-10.3797
310922241.2110,-1.0320,13.8859,-9.9997
311022766.1130,-1.1710,13.9162,-10.4097
311123291.0160,-1.0300,13.7865,-10.9397
311223815.9180,-1.2391,13.9468,-10.1897
311324340.8200,-2.0681,13.4371,-10.7097
311424865.7230,-1.3572,13.7574,-10.8597
311525390.6250,-4.4162,10.6778,-13.3597
311625915.5270,-3.0253,12.4981,-11.5697
311726440.4300,-11.3543,2.6984,-20.5897
311826965.3320,-6.8733,7.7587,-16.2497
311927490.2340,-11.3824,3.3390,-20.9897
312028015.1370,-14.3516,-0.1106,-23.4897
312128540.0390,-4.3508,10.2298,-13.7897
312229064.9410,-6.9701,7.3802,-16.7397
312329589.8440,-1.8593,13.1107,-10.6297
312430114.7460,-2.6786,12.2711,-11.9297
312530639.6480,-1.0378,14.2215,-10.3197
312631164.5510,-1.3871,13.6919,-10.1997
312731689.4530,-1.2563,13.5424,-10.4097
312832214.3550,-1.0056,13.8228,-10.5397
312932739.2580,-1.4049,13.9132,-10.7297
313033264.1600,-1.1641,13.6636,-10.5197
313133789.0620,-1.6934,14.2241,-10.3597
313234313.9650,-1.4526,13.9245,-10.6597
313334838.8670,-1.2319,13.8049,-10.3797
313435363.7700,-1.4020,14.0652,-10.1497
313535888.6720,-1.1122,14.0255,-10.7397
313636413.5740,-1.0324,13.7559,-10.5297
313736938.4770,-1.4726,13.7462,-10.2797
313837463.3790,-1.3928,13.8365,-10.8797
313937988.2810,-1.2330,14.0668,-9.8297
314038513.1840,-1.2232,13.9471,-9.9897
314139038.0860,-1.3934,13.8075,-10.1097
314239562.9880,-1.3637,13.8678,-9.9197
314340087.8910,-1.1539,14.0481,-10.3097
314440612.7930,-1.4741,14.0484,-10.1597
314541137.6950,-1.5743,13.9387,-10.5097
314641662.5980,-1.2145,14.1290,-10.4997
314742187.5000,-1.5948,14.2293,-10.5597
314842712.4020,-1.5457,14.0895,-10.3797
314943237.3050,-1.3866,13.5697,-10.3797
315043762.2070,-1.4975,13.9599,-10.1597
315144287.1090,-1.2184,13.2601,-10.4597
315244812.0120,-1.5092,13.5102,-10.5597
315345336.9140,-1.2101,14.0204,-10.2397
315445861.8160,-1.2110,13.6306,-10.2297
315546386.7190,-1.3519,13.9108,-10.8797
315646911.6210,-1.2228,13.8809,-10.6497
315747436.5230,-1.3937,13.9911,-10.0197
315847961.4260,-1.1446,13.6313,-10.1397
315948486.3280,-1.6155,14.4415,-10.5797
316049011.2300,-1.6864,14.4217,-10.5297
316149536.1330,-1.2272,14.1518,-10.6697
316250061.0350,-1.5074,14.1820,-10.8097
316350585.9380,-1.0176,13.7622,-10.7197
316451110.8400,-1.1278,14.0124,-10.6397
316551635.7420,-0.7880,13.6426,-10.4897
316652160.6450,-0.8382,13.6728,-10.8897
316752685.5470,-1.0784,13.6430,-10.2897
316853210.4490,-0.9886,13.5932,-10.3697
316953735.3520,-1.3889,14.2934,-10.6397
317054260.2540,-1.2391,14.1236,-10.3697
317154785.1560,-1.2093,14.0938,-10.6397
317255310.0590,-1.3995,14.1940,-10.5197
317355834.9610,-1.8997,13.2242,-11.4597
317456359.8630,-1.5099,13.6944,-10.9597
317556884.7660,-5.2198,9.7946,-14.5697
317657409.6680,-2.9493,11.6949,-12.5897
317757934.5700,-13.3988,2.4652,-21.9497
317858459.4730,-8.5683,6.7454,-17.6697
317958984.3750,-10.4978,5.5557,-19.5197
318059509.2770,-14.2973,1.4860,-23.2597
318160034.1800,-4.2067,11.2563,-12.9997
318260559.0820,-6.6262,9.2165,-15.5897
318361083.9840,-1.8657,13.7668,-11.1997
318461608.8870,-2.6952,12.6671,-11.6097
318562133.7890,-1.1147,13.9174,-10.4097
318662658.6910,-1.3942,14.0776,-10.7397
318763183.5940,-1.2437,13.9179,-10.8297
318863708.4960,-1.1132,14.0582,-10.7397
318964233.3980,-1.2328,13.6284,-10.1197
319064758.3010,-1.2925,13.6487,-10.2497
319165283.2030,-0.8323,13.7090,-10.4197
319265808.1050,-0.7520,13.6092,-10.2897
319366333.0080,-1.0517,14.4295,-10.3797
319466857.9100,-0.9014,14.2597,-10.3997
319567382.8120,-1.1911,13.6900,-10.4097
319667907.7150,-1.4408,14.1502,-10.3597
319768432.6170,-1.3506,13.8305,-10.4597
319868957.5200,-1.0503,13.7507,-10.2097
319969482.4220,-1.0700,14.2210,-10.3997
320070007.3240,-1.3097,13.8012,-10.6597
320170532.2270,-1.6694,13.9615,-10.8297
320271057.1290,-1.0891,13.9617,-10.4797
320371582.0310,-1.4587,13.7619,-10.6397
320472106.9340,-1.7482,13.9920,-10.7097
320572631.8360,-1.4277,13.8821,-10.4897
320673156.7380,-1.3573,13.6522,-10.6797
320773681.6410,-1.4268,14.1323,-11.0497
320874206.5430,-1.3163,13.9924,-11.0097
320974731.4450,-2.0559,13.9424,-10.1397
321075256.3480,-1.9554,14.0625,-10.4797
321175781.2500,-1.3349,14.1727,-10.5497
321276306.1520,-1.4745,14.0328,-10.2197
321376831.0550,-1.2840,14.0428,-10.1897
321477355.9570,-1.2835,14.2629,-10.4297
321577880.8590,-1.6331,13.9730,-10.7397
321678405.7620,-1.7326,13.9131,-10.3397
321778930.6640,-1.7616,13.3534,-10.2597
321879455.5660,-1.5406,13.6336,-10.4297
321979980.4690,-1.5896,14.0038,-10.8597
322080505.3710,-1.8086,13.8040,-10.5197
322181030.2730,-1.7177,13.6742,-10.5197
322281555.1760,-1.5467,13.6344,-10.7497
322382080.0780,-1.6057,14.0346,-10.1897
322482604.9800,-1.6347,13.8448,-10.3097
322583129.8830,-1.7337,13.8150,-10.5397
322683654.7850,-1.7327,13.6052,-10.3297
322784179.6880,-1.4418,14.1054,-10.6897
322884704.5900,-1.6108,14.0956,-10.4097
322985229.4920,-2.1598,14.2858,-10.4297
323085754.3950,-1.7189,14.3061,-11.3297
323186279.2970,-1.8982,13.5166,-10.3097
323286804.1990,-2.2176,14.0071,-10.0597
323387329.1020,-2.8369,13.3576,-11.8197
323487854.0040,-2.1262,13.4781,-10.7697
323588378.9060,-6.5056,9.0686,-15.2697
323688903.8090,-4.1849,11.7291,-13.1397
323789428.7110,-16.6742,-1.0904,-25.9597
323889953.6130,-10.2236,5.2001,-19.2697
323990478.5160,-9.0829,6.4606,-18.1797
324091003.4180,-14.9922,0.6711,-24.0297
324191528.3200,-3.7616,11.4616,-12.1497
324292053.2230,-5.7109,9.6121,-14.2897
324392578.1250,-1.8302,13.5926,-10.6197
324493103.0270,-2.5600,12.9932,-11.1197
324593627.9300,-1.2803,13.7938,-10.6597
324694152.8320,-1.4305,13.7944,-10.4497
324794677.7340,-1.2308,13.7049,-10.8097
324895202.6370,-1.5311,13.8355,-10.8397
324995727.5390,-1.9113,13.8861,-11.2097
325096252.4410,-1.3516,13.7667,-10.8297
325196777.3440,-1.6519,13.7973,-10.7597
325297302.2460,-1.9121,13.9379,-10.9497
325397827.1480,-1.8624,14.4085,-10.9897
325498352.0510,-1.5327,14.0390,-11.0697
325598876.9530,-1.6830,13.6096,-10.7897
325699401.8550,-1.6632,14.3002,-10.5397
325799926.7580,-1.5535,13.9008,-10.5897
325900451.6600,-1.8741,13.7412,-10.9297
326000976.5620,-1.4148,14.2014,-10.5297
326101501.4650,-1.1255,13.7016,-10.4397
326202026.3670,-1.4363,14.0718,-10.3197
326302551.2700,-1.5670,14.2820,-10.5697
326403076.1720,-1.5077,14.2923,-10.0397
326503601.0740,-1.4985,14.0525,-10.1297
326604125.9770,-1.6392,14.1627,-10.9297
326704650.8790,-1.7199,14.1629,-10.2997
326805175.7810,-1.9107,14.0132,-10.7297
326905700.6840,-1.5114,14.1634,-11.1897
327006225.5860,-1.8921,13.8236,-10.2997
327106750.4880,-2.1129,13.6838,-10.2097
327207275.3910,-1.6536,14.0240,-10.5997
327307800.2930,-1.7747,14.0040,-10.3997
327408325.1950,-1.2158,14.3439,-10.8597
327508850.0980,-1.7270,14.0038,-10.9097
327609375.0000,-2.1981,13.9037,-10.7597
327709899.9020,-1.6092,14.1235,-10.5697
327810424.8050,-1.9204,13.7134,-10.2897
327910949.7070,-2.0215,13.7633,-10.6997
328011474.6090,-2.1727,14.1332,-10.1597
328111999.5120,-2.6138,13.8331,-9.9297
328212524.4140,-1.3050,14.4630,-10.4397
328313049.3160,-1.4661,14.5329,-10.2497
328413574.2190,-1.5673,13.9928,-10.9297
328514099.1210,-1.4384,14.0427,-10.9097
328614624.0230,-1.7396,14.1726,-10.3197
328715148.9260,-1.5012,14.1825,-10.4997
328815673.8280,-1.7328,14.3725,-11.1897
328916198.7300,-1.8444,14.2725,-10.8797
329016723.6330,-1.9861,13.9225,-10.6097
329117248.5350,-1.6677,14.2025,-10.7197
329217773.4380,-1.8893,13.7925,-10.7797
329318298.3400,-1.6309,13.7825,-10.6397
329418823.2420,-3.1526,12.5825,-12.1197
329519348.1450,-2.3442,13.6025,-11.1597
329619873.0470,-7.6158,7.8425,-15.9897
329720397.9490,-4.8374,10.6225,-13.2297
329820922.8520,-18.0291,-2.5775,-26.7597
329921447.7540,-12.1607,3.6125,-20.6997
330021972.6560,-8.0520,7.6726,-16.6097
330122497.5590,-12.9624,2.5928,-21.6797
330223022.4610,-3.5127,12.0431,-12.2797
330323547.3630,-5.2231,10.4734,-13.8897
330424072.2660,-1.7334,13.8237,-10.6897
330524597.1680,-2.3637,13.3039,-11.1997
330625122.0700,-1.4441,14.1542,-10.3897
330725646.9730,-1.7644,14.1745,-10.4897
330826171.8750,-1.6048,14.0648,-10.4397
330926696.7770,-1.6151,14.0850,-10.6797
331027221.6800,-1.7354,13.9553,-10.8397
331127746.5820,-1.7358,13.8556,-10.7697
331228271.4840,-2.0961,14.3259,-10.8197
331328796.3870,-1.7465,14.1762,-10.8097
331429321.2890,-1.9058,14.2765,-11.0897
331529846.1910,-2.0839,14.1269,-11.3097
331630371.0940,-1.4420,13.8673,-10.7897
331730895.9960,-1.7301,14.0577,-10.6997
331831420.8980,-1.1281,14.9081,-10.7297
331931945.8010,-1.3262,14.3785,-11.0797
332032470.7030,-1.6243,14.3088,-10.2397
332132995.6050,-1.2623,14.6892,-10.0297
332233520.5080,-1.3104,14.3996,-10.4897
332334045.4100,-1.4985,14.2600,-10.4397
332434570.3120,-1.5265,13.9804,-10.6597
332535095.2150,-1.5246,14.2308,-10.3997
332635620.1170,-1.8327,13.8612,-10.6997
332736145.0200,-1.4307,13.4916,-10.8297
332836669.9220,-2.0685,14.2019,-11.1097
332937194.8240,-2.2061,14.2422,-10.8997
333037719.7270,-1.5838,14.3325,-10.4297
333138244.6290,-1.9314,14.3228,-10.8997
333238769.5310,-1.6690,13.8931,-10.6197
333339294.4340,-1.4166,14.0234,-10.5397
333439819.3360,-2.1442,13.8537,-10.7597
333540344.2380,-2.1318,14.0740,-10.6297
333640869.1410,-2.6494,13.9843,-10.9497
333741394.0430,-2.4371,13.7146,-10.7797
333841918.9450,-1.5947,13.6749,-10.9597
333942443.8480,-2.1623,13.8952,-11.3697
334042968.7500,-2.0399,14.1855,-10.6197
334143493.6520,-1.8475,13.9858,-10.4897
334244018.5550,-1.1668,14.3961,-10.6997
334344543.4570,-1.5864,14.3764,-10.6597
334445068.3590,-1.7560,14.3367,-10.8097
334545593.2620,-1.3856,14.2871,-10.9597
334646118.1640,-1.7853,14.1974,-11.2297
334746643.0660,-1.9349,14.3177,-10.9597
334847167.9690,-1.3545,13.7880,-10.9897
334947692.8710,-1.7241,14.0184,-10.9997
335048217.7730,-1.8338,14.5387,-11.1097
335148742.6760,-1.2734,14.1990,-11.0397
335249267.5780,-2.2230,13.9393,-11.1797
335349792.4800,-2.3226,14.4697,-11.4997
335450317.3830,-3.5923,12.2400,-12.1697
335550842.2850,-2.4719,13.3003,-11.2197
335651367.1880,-8.7632,6.7906,-17.5697
335751892.0900,-5.5544,10.1309,-14.3197
335852416.9920,-17.5756,-1.9788,-26.7797
335952941.8950,-14.2469,1.5715,-23.0597
336053466.7970,-7.2981,9.0618,-16.4997
336153991.6990,-11.1294,4.2021,-20.5397
336254516.6020,-2.7206,12.8524,-11.8897
336355041.5040,-4.8718,11.5927,-13.8197
336455566.4060,-1.5431,14.3430,-10.8397
336556091.3090,-1.6443,13.8233,-11.0797
336656616.2110,-1.6556,14.1736,-10.3997
336757141.1130,-1.6368,14.2939,-10.6397
336857666.0160,-2.0180,14.1342,-10.6997
336958190.9180,-1.6091,13.8445,-10.5397
337058715.8200,-1.9696,14.1246,-10.6097
337159240.7230,-2.2500,14.4747,-10.5097
337259765.6250,-2.0105,14.0849,-10.7097
337360290.5270,-1.7909,13.9450,-10.7097
337460815.4300,-1.5414,13.9851,-10.8097
337561340.3320,-1.8018,13.7252,-10.7697
337661865.2340,-1.8523,13.9554,-10.7397
337762390.1370,-1.5227,14.2655,-10.7097
337862915.0390,-1.6132,14.4956,-10.9697
337963439.9410,-1.7036,14.0257,-10.9797
338063964.8440,-1.6741,14.5558,-11.6097
338164489.7460,-1.6745,14.7160,-10.9797
