Frequency,North_Port_Input,South_Port_Output,DS_AFE_Input
398177856.4450,-41.4923,-21.8559,-53.8197
398278381.3480,-41.0618,-21.5956,-53.9797
398378906.2500,-42.0513,-21.8652,-53.7197
398479431.1520,-41.8008,-21.9849,-53.7197
398579956.0550,-41.4903,-22.5246,-53.6897
398680480.9570,-41.8298,-22.2043,-53.8197
398781005.8590,-41.6193,-21.9239,-53.4497
398881530.7620,-41.6589,-22.2336,-53.4097
398982055.6640,-41.2284,-21.7933,-53.5297
399082580.5660,-41.1279,-21.8130,-53.5597
399183105.4690,-41.1974,-22.0127,-53.8697
399283630.3710,-41.4869,-21.9523,-53.7097
399384155.2730,-40.9465,-22.0221,-53.6097
399484680.1760,-40.8375,-21.6821,-53.7997
399585205.0780,-41.3484,-22.4021,-53.7097
399685729.9800,-41.2694,-22.0521,-53.8297
399786254.8830,-41.2003,-21.8921,-53.7197
399886779.7850,-41.2213,-22.1521,-53.5597
399987304.6880,-41.1322,-22.2621,-54.1397
400087829.5900,-41.1632,-22.0921,-54.1897
400188354.4920,-41.5141,-21.8722,-54.0897
400288879.3950,-41.3151,-22.0922,-53.7297
400389404.2970,-41.4760,-21.8822,-53.3997
400489929.1990,-41.7270,-22.0322,-54.0397
400590454.1020,-41.7579,-22.1022,-53.3097
400690979.0040,-41.5889,-22.0922,-53.5997
400791503.9060,-41.3499,-22.5023,-53.5197
400892028.8090,-41.5012,-22.2225,-53.3297
400992553.7110,-41.1124,-22.2027,-54.2697
401093078.6130,-41.2737,-22.6830,-53.9597
401193603.5160,-40.6949,-22.0932,-53.9897
401294128.4180,-40.9862,-21.9934,-54.2197
401394653.3200,-41.1374,-21.9936,-53.8497
401495178.2230,-40.6787,-22.3038,-53.9697
401595703.1250,-41.1299,-22.0141,-53.3797
401696228.0270,-41.1812,-21.7743,-53.4997
401796752.9300,-41.4524,-22.5645,-54.2097
401897277.8320,-41.2237,-22.3047,-53.7497
401997802.7340,-41.2149,-21.6549,-54.1397
402098327.6370,-41.1962,-22.1152,-54.3497
402198852.5390,-41.5466,-21.7753,-53.2797
402299377.4410,-41.2162,-21.8253,-53.9297
402399902.3440,-41.3057,-22.1353,-53.9097
402500427.2460,-41.5553,-21.8853,-53.3097
402600952.1480,-41.0848,-21.6653,-53.5997
402701477.0510,-41.3444,-21.8853,-53.7497
402802001.9530,-41.0939,-22.0453,-53.8397
402902526.8550,-40.6535,-21.6653,-53.9197
403003051.7580,-41.1531,-22.3453,-53.6597
403103576.6600,-41.5726,-22.2653,-53.3897
403204101.5620,-41.1622,-21.8653,-53.6597
403304626.4650,-40.9817,-21.8753,-53.9697
403405151.3670,-41.3813,-22.5253,-53.8997
403505676.2700,-41.4509,-22.1153,-53.7697
403606201.1720,-41.5189,-21.5951,-53.5597
403706726.0740,-41.4363,-22.0448,-54.0697
403807250.9770,-41.5437,-21.9845,-54.2197
403907775.8790,-41.6811,-21.9642,-53.6897
404008300.7810,-41.5685,-21.8139,-53.8997
404108825.6840,-41.5359,-21.8936,-54.1597
404209350.5860,-41.3933,-22.1832,-53.8197
404309875.4880,-41.1107,-22.1029,-53.8197
404410400.3910,-41.3380,-22.1426,-53.3597
404510925.2930,-41.6654,-21.9723,-53.1197
404611450.1950,-41.2428,-22.3620,-53.7597
404711975.0980,-41.5602,-22.4416,-53.8297
404812500.0000,-41.1276,-22.1413,-53.4997
404913024.9020,-41.1950,-22.2610,-53.6197
405013549.8050,-41.2426,-22.5408,-53.9897
405114074.7070,-40.8802,-22.2005,-53.8097
405214599.6090,-41.6179,-22.5603,-53.5697
405315124.5120,-41.4355,-22.6500,-53.8797
405415649.4140,-41.6531,-21.9498,-53.5697
405516174.3160,-41.9208,-22.2395,-53.4697
405616699.2190,-40.9784,-22.2593,-53.9297
405717224.1210,-40.9860,-22.2790,-53.5797
405817749.0230,-41.4137,-22.3988,-54.2697
405918273.9260,-40.9313,-22.1885,-54.3697
406018798.8280,-41.4389,-21.8383,-54.0397
406119323.7300,-41.7066,-22.0080,-53.9197
406219848.6330,-41.1942,-22.2278,-53.9097
406320373.5350,-41.3420,-21.9076,-54.0497
406420898.4380,-41.1614,-22.1876,-53.5897
406521423.3400,-41.0108,-22.3676,-53.3597
406621948.2420,-41.2102,-22.0977,-53.2797
406722473.1450,-41.1995,-22.0677,-53.5797
406822998.0470,-41.2089,-22.4678,-53.3397
406923522.9490,-41.4383,-22.3578,-53.2297
407024047.8520,-41.4377,-22.0079,-53.4997
407124572.7540,-41.3471,-21.9179,-53.2997
407225097.6560,-40.8265,-21.7579,-53.4797
407325622.5590,-41.3659,-22.2180,-53.9897
407426147.4610,-41.0752,-21.9380,-53.4597
407526672.3630,-40.7846,-21.7181,-53.1797
407627197.2660,-41.1840,-22.2881,-54.2797
407727722.1680,-41.3836,-22.1282,-53.9797
407828247.0700,-41.0337,-22.3383,-54.1197
407928771.9730,-40.9538,-22.2285,-54.0897
408029296.8750,-41.4039,-22.0486,-52.9897
408129821.7770,-41.2940,-22.2887,-53.6997
408230346.6800,-41.3941,-21.8089,-53.5397
408330871.5820,-41.4142,-21.8690,-53.2097
408431396.4840,-41.3343,-22.3091,-53.7797
408531921.3870,-41.4044,-22.0193,-53.5997
408632446.2890,-41.3645,-21.4094,-53.6697
408732971.1910,-41.5246,-22.1396,-53.6697
408833496.0940,-41.3748,-21.6197,-53.8897
408934020.9960,-41.2349,-21.2798,-53.6897
409034545.8980,-41.0050,-21.4700,-53.8997
409135070.8010,-41.1253,-21.6500,-53.9897
409235595.7030,-41.3260,-21.7000,-53.6297
409336120.6050,-41.3867,-21.5799,-53.7997
409436645.5080,-41.0574,-21.5499,-53.4897
409537170.4100,-41.1781,-21.7598,-53.4397
409637695.3120,-40.9887,-21.6398,-53.9797
409738220.2150,-41.2094,-21.8597,-53.7197
409838745.1170,-40.9901,-21.8297,-53.3997
409939270.0200,-40.7508,-21.6896,-53.6497
410039794.9220,-41.1215,-21.8196,-53.6697
410140319.8240,-40.9121,-21.6795,-53.4997
410240844.7270,-41.5728,-21.9895,-54.1197
410341369.6290,-41.6435,-22.0894,-54.1397
410441894.5310,-40.8942,-21.6194,-53.5497
410542419.4340,-41.1154,-21.7892,-54.0497
410642944.3360,-41.4569,-21.1790,-53.4597
410743469.2380,-41.0285,-21.5188,-53.2897
410843994.1410,-41.2100,-21.1186,-53.8097
410944519.0430,-41.4715,-20.7284,-53.7497
411045043.9450,-40.9330,-20.4782,-54.3197
411145568.8480,-41.0045,-21.0880,-54.1297
411246093.7500,-40.7760,-19.9678,-54.1497
411346618.6520,-40.9475,-20.0476,-54.2797
411447143.5550,-37.0191,-15.1374,-52.5097
411547668.4570,-40.6306,-19.0672,-53.3997
411648193.3590,-33.1221,-11.0370,-51.6797
411748718.2620,-31.6536,-9.6568,-51.1897
411849243.1640,-40.8151,-19.6666,-53.6297
411949768.0660,-39.2870,-17.3764,-53.0097
412050292.9690,-41.3589,-20.3663,-53.4197
412150817.8710,-41.2209,-20.3261,-53.4997
412251342.7730,-41.5428,-20.9859,-53.2097
412351867.6760,-41.4547,-20.6857,-53.1197
412452392.5780,-41.4967,-20.7355,-53.3597
412552917.4800,-41.6186,-20.6853,-53.3497
412653442.3830,-41.0306,-21.3151,-53.8797
412753967.2850,-41.3325,-21.2449,-53.5297
412854492.1880,-41.2544,-21.4247,-53.4997
412955017.0900,-40.9164,-21.2346,-53.5697
413055541.9920,-41.2883,-21.7844,-53.3697
413156066.8950,-41.4103,-21.6842,-53.5797
413256591.7970,-41.1921,-22.1340,-53.8697
413357116.6990,-41.1932,-21.6737,-53.4997
413457641.6020,-41.0942,-22.3934,-53.2597
413558166.5040,-41.0552,-22.5431,-53.4697
413658691.4060,-41.3163,-21.6528,-53.4797
413759216.3090,-41.0473,-21.6526,-53.2497
413859741.2110,-41.2583,-21.6323,-53.8997
413960266.1130,-41.4894,-21.8120,-53.5697
414060791.0160,-41.4004,-21.5217,-53.7597
414161315.9180,-41.6414,-21.3714,-53.4297
414261840.8200,-41.4925,-22.0611,-53.6497
414362365.7230,-41.4035,-21.8809,-53.8197
414462890.6250,-41.4845,-21.8406,-53.7197
414563415.5270,-41.7256,-21.9003,-53.6497
414663940.4300,-41.3463,-22.0999,-53.5697
414764465.3320,-41.4062,-22.2794,-53.7397
414864990.2340,-41.5261,-22.0289,-53.7097
414965515.1370,-41.1461,-22.2384,-53.9097
415066040.0390,-41.3260,-21.9979,-53.4097
415166564.9410,-41.6759,-21.7874,-53.5697
415267089.8440,-41.4258,-21.9069,-54.1997
415367614.7460,-41.3757,-21.9064,-53.9797
415468139.6480,-41.5756,-21.6858,-53.9397
415568664.5510,-41.6155,-21.4553,-54.2397
415669189.4530,-41.6054,-21.4548,-53.5097
415769714.3550,-41.6553,-21.7843,-53.8697
415870239.2580,-41.6452,-21.8638,-53.4897
415970764.1600,-41.3951,-21.4433,-53.6097
416071289.0620,-41.8251,-21.7028,-53.5297
416171813.9650,-41.8251,-21.8422,-53.6697
416272338.8670,-41.2952,-21.9617,-54.0897
416372863.7700,-41.3152,-21.7211,-53.6297
416473388.6720,-41.7952,-21.6006,-54.0897
416573913.5740,-41.8753,-21.7600,-54.0797
416674438.4770,-41.0553,-21.7795,-53.7297
416774963.3790,-41.6053,-21.8089,-53.9697
416875488.2810,-41.3753,-21.9884,-53.9997
416976013.1840,-40.9854,-21.5678,-53.9097
417076538.0860,-41.5054,-21.8173,-54.1597
417177062.9880,-41.5754,-22.5367,-54.2197
417277587.8910,-41.6455,-22.2562,-54.0897
417378112.7930,-41.8055,-21.6556,-53.8597
417478637.6950,-41.5353,-22.0953,-53.7097
417579162.5980,-41.3851,-22.3151,-53.8197
417679687.5000,-41.5648,-22.2949,-53.3597
417780212.4020,-41.7246,-22.2948,-53.6097
417880737.3050,-41.0643,-22.2646,-53.9797
417981262.2070,-41.2041,-22.0244,-53.4797
418081787.1090,-41.6338,-21.9142,-54.0297
418182312.0120,-41.3636,-22.1940,-54.2697
418282836.9140,-41.5133,-22.2139,-53.8197
418383361.8160,-41.2730,-21.6937,-53.7397
418483886.7190,-41.3828,-21.5735,-53.7597
418584411.6210,-41.6025,-22.1833,-53.7997
418684936.5230,-41.9123,-22.2131,-54.1697
418785461.4260,-41.6220,-21.6529,-53.5697
418885986.3280,-41.1610,-22.4831,-54.1397
418986511.2300,-41.4598,-22.8133,-54.2997
419087036.1330,-41.2387,-21.6335,-54.0397
419187561.0350,-40.9175,-21.7137,-54.2197
419288085.9380,-41.3563,-22.1238,-54.2497
419388610.8400,-41.5852,-21.8740,-54.0897
419489135.7420,-41.1540,-22.2042,-54.1397
419589660.6450,-41.1428,-22.2944,-54.2997
419690185.5470,-41.2117,-22.3346,-54.0097
419790710.4490,-41.4905,-22.2848,-53.9897
419891235.3520,-41.6394,-22.1450,-53.5497
419991760.2540,-41.4582,-22.0652,-53.8297
420092285.1560,-41.7170,-21.8754,-53.4297
420192810.0590,-41.9158,-22.0656,-53.3997
420293334.9610,-41.3744,-22.1056,-53.3397
420393859.8630,-41.3130,-22.3157,-53.4297
420494384.7660,-41.7316,-22.2158,-53.9597
420594909.6680,-41.4302,-21.8358,-53.6897
420695434.5700,-41.6487,-21.8559,-53.5997
420795959.4730,-41.7073,-22.0160,-53.6897
420896484.3750,-41.4459,-22.0661,-53.7897
420997009.2770,-41.2845,-22.0061,-53.5597
421097534.1800,-41.4730,-21.8162,-53.9397
421198059.0820,-41.4516,-21.6663,-54.1097
421298583.9840,-41.7502,-22.2663,-53.6297
421399108.8870,-41.5888,-22.5564,-53.8797
421499633.7890,-41.3474,-21.7165,-53.4997
421600158.6910,-41.6159,-22.2865,-53.2497
421700683.5940,-42.0044,-21.4063,-53.2997
421801208.4960,-41.7529,-21.2561,-53.5297
421901733.3980,-41.1313,-21.5759,-53.6697
422002258.3010,-41.5098,-21.4657,-53.2697
422102783.2030,-41.3283,-22.3455,-53.5897
422203308.1050,-41.0768,-21.8154,-53.3997
422303833.0080,-41.4553,-22.4852,-53.5697
422404357.9100,-41.5137,-22.3050,-53.7297
422504882.8120,-41.1922,-22.1548,-53.3597
422605407.7150,-41.1407,-22.4646,-53.4597
422705932.6170,-42.0192,-22.0444,-54.0397
422806457.5200,-41.4377,-21.9642,-53.7197
422906982.4220,-41.5361,-21.9140,-53.9197
423007507.3240,-42.0646,-22.5039,-54.1597
423108032.2270,-41.9231,-22.2337,-53.2597
423208557.1290,-41.6316,-21.7836,-53.5597
423309082.0310,-41.2601,-21.7534,-53.9497
423409606.9340,-41.7986,-21.7633,-53.4197
423510131.8360,-41.7971,-22.2532,-53.8497
423610656.7380,-41.5956,-22.0630,-54.2497
423711181.6410,-41.1641,-21.9929,-53.2097
423811706.5430,-41.4426,-22.0427,-53.5797
423912231.4450,-41.7211,-22.1926,-54.3097
424012756.3480,-41.2096,-22.3725,-53.4997
424113281.2500,-41.4981,-21.7823,-53.9997
424213806.1520,-41.8666,-21.9622,-54.1497
424314331.0550,-41.5451,-22.3620,-54.2997
424414855.9570,-41.3538,-22.1120,-54.1597
424515380.8590,-41.0225,-21.7120,-53.5697
424615905.7620,-41.4312,-21.8720,-53.8297
424716430.6640,-41.0398,-21.9520,-53.5397
424816955.5660,-40.7585,-21.7519,-53.3197
424917480.4690,-41.3672,-22.1719,-53.2697
425018005.3710,-41.2059,-22.3519,-53.2697
425118530.2730,-41.2546,-22.4219,-53.3097
425219055.1760,-41.3233,-22.2519,-53.4097
425319580.0780,-41.3120,-22.6119,-53.2397
425420104.9800,-41.1907,-22.3219,-53.0397
425520629.8830,-41.0194,-21.9718,-53.3397
425621154.7850,-41.1181,-22.2518,-53.1797
425721679.6880,-30.7868,-16.7218,-42.2797
425822204.5900,-40.6867,-21.8319,-52.6997
425922729.4920,-7.2868,5.8881,-17.8697
426023254.3950,-15.7769,-2.8319,-26.8097
426123779.2970,-0.4270,13.3380,-10.1897
426224304.1990,-3.2071,10.6180,-12.9897
426324829.1020,3.5129,16.5579,-7.2897
426425354.0040,2.0428,15.3179,-8.3097
426525878.9060,3.9127,17.4578,-6.8797
426626403.8090,4.1026,17.1778,-6.7997
426726928.7110,4.0425,17.0277,-6.9997
426827453.6130,3.8224,17.6077,-6.7697
426927978.5160,4.0323,17.2576,-6.4197
427028503.4180,4.3422,17.0376,-6.6597
427129028.3200,4.0221,17.1075,-6.9297
427229553.2230,3.7609,17.0976,-6.6097
427330078.1250,3.8297,17.7076,-6.5397
427430603.0270,4.0184,17.5476,-6.7597
427531127.9300,4.4172,16.8676,-7.1397
427631652.8320,3.8660,17.2277,-7.0497
427732177.7340,3.7448,16.9677,-7.0897
427832702.6370,4.1936,17.1177,-7.0897
427933227.5390,3.8724,17.2077,-7.1197
428033752.4410,3.7412,16.8578,-7.0497
428134277.3440,3.9099,17.5178,-6.9497
428234802.2460,4.0187,17.3878,-7.1197
428335327.1480,3.7575,17.8478,-6.5897
428435852.0510,3.7963,17.7679,-6.8597
428536376.9530,4.4955,17.0179,-6.7697
428636901.8550,4.3460,17.0780,-6.8597
428737426.7580,4.1666,17.3581,-6.9397
428837951.6600,4.3971,17.2282,-6.7997
428938476.5620,3.9577,17.6483,-7.2697
429039001.4650,3.9382,17.4284,-7.0597
429139526.3670,3.8788,17.1485,-7.2497
429240051.2700,4.0993,17.2487,-7.7697
429340576.1720,3.8198,17.1588,-7.1197
429441101.0740,3.8304,17.0989,-6.8897
429541625.9770,3.3909,16.9690,-7.3997
429642150.8790,3.7115,16.8591,-7.1197
429742675.7810,3.8720,17.6892,-7.1397
429843200.6840,3.4526,17.4393,-7.5197
429943725.5860,4.0340,17.1694,-7.6797
430044250.4880,3.9266,17.3095,-7.1597
430144775.3910,3.9392,17.4396,-6.5997
430245300.2930,4.1119,17.2497,-7.4697
430345825.1950,4.0045,17.1198,-6.9897
430446350.0980,4.0071,17.3998,-6.7697
430546875.0000,3.8497,17.3799,-6.7297
430647399.9020,4.0623,17.1600,-6.8997
430747924.8050,3.6149,17.8001,-7.0497
430848449.7070,3.5676,17.5202,-6.7197
430948974.6090,3.5102,16.8803,-7.4397
431049499.5120,3.6128,17.4604,-7.3997
431150024.4140,3.9854,17.5305,-7.4897
431250549.3160,3.7480,16.9406,-7.2497
431351074.2190,2.9705,16.3506,-7.6597
431451599.1210,3.8630,17.2305,-7.6497
431552124.0230,-0.8345,12.9305,-10.7997
431652648.9260,1.0079,15.0604,-8.6897
431753173.8280,-8.7496,4.3804,-19.8497
431853698.7300,-3.4372,9.8703,-13.9697
431954223.6330,-5.1947,8.1803,-16.5697
432054748.5350,-11.5523,1.7502,-22.7597
432155273.4380,1.2402,14.6802,-9.8697
432255798.3400,-1.0874,12.2501,-12.6097
432356323.2420,3.4451,16.3201,-7.5797
432456848.1450,2.7175,15.7800,-8.0197
432557373.0470,3.4300,16.6300,-7.2397
432657897.9490,3.3324,16.9399,-7.7097
432758422.8520,4.0425,17.1296,-6.9397
432858947.7540,4.0721,16.5491,-7.1397
432959472.6560,3.5116,16.9187,-6.9497
433059997.5590,3.6712,17.4283,-6.5597
433160522.4610,3.8408,17.6179,-7.2997
433261047.3630,3.7403,17.1775,-7.0297
433361572.2660,3.6799,17.5671,-7.3197
433462097.1680,3.7395,17.6066,-7.4697
433562622.0700,4.1890,17.8562,-7.0897
433663146.9730,3.9386,17.8358,-7.2197
433763671.8750,4.3182,17.7854,-6.4497
433864196.7770,4.4777,17.8250,-6.6197
433964721.6800,4.2673,17.7746,-6.6497
434065246.5820,4.2368,17.7441,-6.7997
434165771.4840,3.9047,17.2135,-6.8097
434266296.3870,4.0026,17.5228,-6.4997
434366821.2890,4.4005,17.5222,-7.2297
434467346.1910,4.1784,17.4415,-7.1697
434567871.0940,3.6763,17.1709,-6.6797
434668395.9960,3.9142,17.2702,-6.9897
434768920.8980,4.2121,17.3296,-7.0597
434869445.8010,4.4100,17.1689,-6.6797
434969970.7030,4.3179,17.2783,-6.9897
435070495.6050,4.0958,17.5476,-6.9597
435171020.5080,4.4437,17.6670,-6.8697
435271545.4100,4.5616,17.2663,-6.9197
435372070.3120,3.6795,17.5857,-6.8097
435472595.2150,4.0077,17.6450,-6.7097
435573120.1170,3.7670,17.3845,-7.5497
435673645.0200,3.6063,17.5639,-7.0597
435774169.9220,3.8856,17.4234,-6.6297
435874694.8240,3.8949,17.4128,-7.1497
435975219.7270,3.9943,17.4623,-7.0697
436075744.6290,4.0636,17.2917,-6.8397
436176269.5310,3.9529,17.9612,-7.0797
436276794.4340,3.8022,17.4807,-6.9297
436377319.3360,4.2215,17.3601,-7.2197
436477844.2380,4.1108,17.7196,-7.0297
436578369.1410,3.9801,17.3990,-7.3497
436678894.0430,4.1494,17.5485,-7.5697
436779418.9450,3.9788,17.1179,-7.1597
436879943.8480,3.8185,17.1975,-7.2997
436980468.7500,4.1789,17.7473,-7.1197
437080993.6520,4.1594,17.6071,-7.0997
437181518.5550,3.8598,17.8469,-6.6897
437282043.4570,4.3002,18.0667,-7.1697
437382568.3590,2.8406,16.3865,-8.4997
437483093.2620,3.3910,17.0963,-7.1097
437583618.1640,-0.9786,12.6961,-11.9597
437684143.0660,1.4818,15.0259,-10.0097
437784667.9690,-11.1277,1.7957,-21.7697
437885192.8710,-4.7973,8.5555,-15.4497
437985717.7730,-3.3369,10.4453,-14.9897
438086242.6760,-9.2465,4.2951,-20.5797
438186767.5780,2.0439,15.5849,-9.6997
438287292.4800,0.1040,13.7548,-11.8397
438387817.3830,3.9039,17.4848,-7.4697
438488342.2850,3.2138,16.6448,-8.3697
438588867.1880,4.0338,17.7948,-6.4397
438689392.0900,3.9537,17.8548,-6.6697
438789916.9920,4.7536,17.5348,-6.6797
438890441.8950,4.3535,17.5348,-6.8597
438990966.7970,4.3134,18.2948,-6.7497
439091491.6990,4.5133,18.0148,-6.8497
439192016.6020,4.0532,17.7148,-7.0097
439292541.5040,4.1432,18.1548,-6.6697
439393066.4060,3.5031,17.8248,-7.1997
439493591.3090,3.9530,17.6348,-7.1897
439594116.2110,4.2129,17.7248,-6.8297
439694641.1130,3.8520,17.5347,-7.0197
439795166.0160,3.6510,17.4947,-7.1197
439895690.9180,3.7299,17.8647,-6.9497
439996215.8200,3.8789,17.4546,-6.8697
440096740.7230,3.8578,17.3746,-6.8797
440197265.6250,4.0368,17.6246,-7.2497
440297790.5270,4.2057,17.2546,-7.2397
440398315.4300,4.2447,17.6245,-7.1697
440498840.3320,4.0936,17.7845,-7.0197
440599365.2340,4.0526,17.3245,-7.5297
440699890.1370,3.9915,17.3644,-7.5297
440800415.0390,3.9905,18.1144,-7.1897
440900939.9410,3.9994,17.7544,-7.4897
441001464.8440,4.3584,17.2144,-7.3997
441101989.7460,4.4881,17.7144,-7.3997
441202514.6480,3.8278,17.4045,-7.0397
441303039.5510,4.0175,16.9846,-7.1797
441403564.4530,4.1472,17.4947,-7.2797
441504089.3550,3.4969,17.5847,-7.1197
441604614.2580,3.9766,17.1548,-7.0197
441705139.1600,4.1963,17.5349,-7.1797
441805664.0620,3.6060,18.1750,-6.8097
441906188.9650,4.0857,17.5151,-6.7797
442006713.8670,4.2554,18.3551,-7.0797
442107238.7700,3.9051,18.2752,-6.9497
442207763.6720,4.5148,17.3853,-6.7597
442308288.5740,4.4145,18.0454,-6.8097
442408813.4770,3.9846,17.3955,-7.2097
442509338.3790,4.5162,17.3357,-7.0197
442609863.2810,3.6278,17.7058,-6.8097
442710388.1840,3.3494,17.6060,-7.3497
442810913.0860,4.0410,17.5262,-6.4997
442911437.9880,4.1926,17.8364,-6.3597
443011962.8910,4.1142,17.5666,-6.6597
443112487.7930,3.7158,17.1568,-6.8397
443213012.6950,3.8675,17.8869,-7.2897
443313537.5980,4.1191,17.9071,-6.6797
443414062.5000,2.8207,16.7973,-8.8697
443514587.4020,3.6023,17.6275,-7.6897
443615112.3050,-1.7961,11.9277,-13.4697
443715637.2070,1.1855,14.8879,-10.8097
443816162.1090,-12.3522,1.1980,-23.7697
443916687.0120,-6.3692,7.1680,-18.0097
444017211.9140,-2.7861,11.2680,-13.1597
444117736.8160,-7.4630,6.2180,-18.1997
444218261.7190,1.9101,15.9380,-8.4497
444318786.6210,-0.1268,14.2080,-10.1397
444419311.5230,3.4863,17.5481,-7.3497
444519836.4260,3.1094,16.9281,-7.6097
444620361.3280,3.4724,18.0981,-7.0597
444720886.2300,3.5355,18.2381,-7.0997
444821411.1330,3.8686,18.1481,-6.9997
444921936.0350,3.6317,18.0581,-7.1197
445022460.9380,4.0548,17.6281,-6.7597
445122985.8400,4.1279,17.9782,-6.7797
445223510.7420,3.9812,17.1980,-6.8497
445324035.6450,4.0046,17.6177,-6.8597
445424560.5470,3.8381,17.8075,-6.9497
445525085.4490,3.8716,17.2072,-7.0697
445625610.3520,3.8750,17.9869,-7.1797
445726135.2540,3.8485,17.9966,-6.8897
445826660.1560,4.1319,17.9064,-7.1497
445927185.0590,4.1054,18.0561,-6.8597
446027709.9610,3.9088,18.1958,-7.1197
446128234.8630,3.9623,17.7255,-7.4497
446228759.7660,4.2957,18.1753,-6.8097
446329284.6680,4.1892,18.3150,-6.8097
446429809.5700,4.3926,17.9547,-6.9997
446530334.4730,4.2061,18.1744,-6.9497
446630859.3750,4.6489,17.3943,-7.1997
446731384.2770,4.6514,17.5742,-7.1697
446831909.1800,4.3640,17.6540,-7.2297
446932434.0820,4.4666,17.3339,-7.0697
447032958.9840,4.2792,17.3038,-6.7997
447133483.8870,4.5118,17.7536,-7.0997
447234008.7890,4.5443,17.9335,-7.2597
447334533.6910,4.1369,17.6834,-7.1997
447435058.5940,4.1195,17.7333,-7.5197
447535583.4960,4.6021,17.8131,-7.3597
447636108.3980,4.3147,18.0830,-7.0197
447736633.3010,4.0172,18.2529,-7.5697
447837158.2030,3.8398,17.8227,-6.9797
447937683.1050,4.0324,17.7026,-6.7497
448038208.0080,3.9828,17.7229,-6.5497
448138732.9100,3.9432,17.8732,-7.1297
448239257.8120,3.9135,17.5535,-6.7697
448339782.7150,3.9939,17.6538,-6.3297
448440307.6170,4.1643,17.9841,-6.5797
448540832.5200,4.0747,17.6745,-6.7697
448641357.4220,4.2750,17.8048,-6.7597
448741882.3240,4.2254,18.0851,-6.7497
448842407.2270,4.8158,17.8454,-6.9697
448942932.1290,4.6962,17.7357,-6.9497
449043457.0310,4.2065,17.6760,-7.1697
449143981.9340,4.6269,17.7663,-7.0697
449244506.8360,3.9073,17.9766,-6.8697
449345031.7380,4.0071,17.9669,-6.7297
449445556.6410,1.7847,15.8273,-8.6097
449546081.5430,3.2923,16.9176,-7.5597
449646606.4450,-3.1101,10.7980,-13.6797
449747131.3480,-0.3026,13.9283,-10.4797
449847656.2500,-11.5750,2.1987,-22.7697
449948181.1520,-8.2674,5.3091,-19.0897
450048706.0550,-1.5098,12.5894,-12.1797
450149230.9570,-5.2222,8.6598,-16.5497
450249755.8590,3.5553,16.7001,-8.3497
450350280.7620,1.2829,15.3205,-9.8897
450450805.6640,4.6205,17.8708,-6.8697
450551330.5660,4.3781,17.2112,-7.2797
450651855.4690,4.3857,17.5515,-7.0197
450752380.3710,4.4227,17.9417,-6.9397
450852905.2730,3.8690,17.8717,-7.0697
450953430.1760,4.1753,17.6517,-7.1497
451053955.0780,4.1116,17.3117,-7.1997
451154479.9800,3.9179,17.7317,-7.0497
451255004.8830,3.9842,17.5016,-7.5297
451355529.7850,4.0705,17.3516,-7.3197
451456054.6880,4.2167,17.4216,-7.1897
451556579.5900,3.8630,17.4416,-7.2497
451657104.4920,3.9893,17.8216,-7.1197
451757629.3950,4.1156,17.7216,-7.3297
451858154.2970,4.4119,17.8316,-7.0297
451958679.1990,4.0582,17.7715,-6.6797
452059204.1020,4.2045,18.0715,-6.9497
452159729.0040,4.4716,17.9214,-7.4097
452260253.9060,3.8394,18.1611,-7.0797
452360778.8090,3.9271,18.1009,-6.8997
452461303.7110,4.1948,17.7507,-7.4697
452561828.6130,3.9826,17.9205,-7.0297
452662353.5160,4.0603,18.4302,-6.8797
452762878.4180,3.9380,18.0300,-7.2297
452863403.3200,4.2158,17.6998,-7.2097
452963928.2230,4.3335,18.4696,-7.3497
453064453.1250,4.0613,17.4693,-7.1197
453164978.0270,4.1390,17.3991,-7.0497
453265502.9300,4.1667,17.0889,-7.1397
453366027.8320,4.2045,17.1887,-7.2897
453466552.7340,4.2522,17.7584,-6.5897
453567077.6370,4.3224,17.3384,-6.8497
453667602.5390,4.2532,18.0283,-7.0997
453768127.4410,4.2741,18.0683,-6.4997
453868652.3440,4.3649,17.9883,-6.8797
453969177.2460,4.3558,17.8883,-7.1597
454069702.1480,3.8166,17.6082,-7.0697
454170227.0510,4.0374,18.0182,-6.7097
454270751.9530,4.0383,17.8182,-7.0897
454371276.8550,3.9191,17.7281,-7.1497
454471801.7580,4.2700,18.2181,-7.2097
454572326.6600,3.8808,17.6681,-7.1697
454672851.5620,4.3217,18.1281,-7.3397
454773376.4650,4.5125,18.3480,-7.1297
454873901.3670,4.5533,18.0080,-7.2997
454974426.2700,4.0656,18.0082,-7.0497
455074951.1720,4.1379,17.6085,-6.6597
455175476.0740,4.6402,17.8687,-7.0197
455276000.9770,3.4525,17.4390,-7.4397
455376525.8790,3.7848,17.3392,-6.8697
455477050.7810,1.2371,15.4695,-9.3897
455577575.6840,2.9193,16.9997,-8.1397
455678100.5860,-3.5884,9.4900,-15.5397
455778625.4880,-0.5461,13.4302,-11.8997
455879150.3910,-9.2338,4.0505,-20.8497
455979675.2930,-9.8415,2.8007,-21.5997
456080200.1950,-0.2592,14.0510,-11.4897
456180725.0980,-3.3369,10.6612,-14.7697
456281250.0000,2.9052,16.7015,-7.8297
456381774.9020,1.5169,15.5419,-9.2797
456482299.8050,4.0685,17.6122,-7.3897
