Distance(ft),ch0_dB_20260202_204320,ch1_dB_20260202_204320,ch2_dB_20260202_204320,ch3_dB_20260202_204320,ch4_dB_20260202_204320,ch5_dB_20260202_204320
116.36180589288703,-27.279948893318707,-28.594174011243712,-32.276131316866085,-28.756703055496633,-27.917305925888527,-28.90828255371803
120.83725996569036,-29.572172619532896,-29.734215346992112,-39.58843082272708,-31.66084059236487,-31.218690447492573,-28.99466384321397
125.31271403849372,-30.173893368997202,-30.673675910007745,-34.68492814319555,-32.42018674907427,-32.627057658298135,-29.680382154674817
129.78816811129707,-31.746149019737825,-30.203485208614556,-40.3619366300472,-33.87634193023757,-36.8579466695971,4.225348729067274
134.26362218410043,-31.924256027793867,-30.01272507544894,-35.38939521340056,-35.111021080483546,-39.127370490411465,-10.152534894464848
138.7390762569038,-31.781374482226063,-29.664422932181374,-36.91457283439323,-37.96712733605442,-43.413829169886604,-14.682315395895714
143.2145303297071,-29.898916334791167,-28.74418227095049,-31.785812879125153,-40.64939558995913,-41.828106879750926,-16.20181845436528
147.68998440251045,-27.625328013119976,-24.532875293688,-28.868269050146047,-34.24005209369558,-33.967088067198254,-16.921664979167726
152.1654384753138,-19.39977494285683,-15.311094236152819,-17.057505686492426,-19.56625122163483,-20.097200050898593,-24.85222042186114
156.64089254811717,-14.457374283113154,-14.682315395895714,-18.53885336337373,-21.625389045182143,-17.749173219523296,-24.999920125334036
161.11634662092047,-25.615781384307525,-25.4170367027044,-29.92314654092769,-28.69025540308342,-26.320961088575054,-28.11547200634589
165.59180069372383,-30.16789832315142,-31.14668365760585,-31.57832346078272,-31.304431071833754,-29.944437245431267,-29.816885758331097
170.06725476652724,-31.692035078662318,-33.619497278801155,-38.04430401327412,-32.20423668554629,-32.13546311295594,-30.868997364896494
174.5427088393305,-33.93238001819008,-35.43919252353074,-38.77262579294866,-34.4019110855607,-33.515506859928855,-31.390024857530786
179.0181629121339,-34.062619571948176,-38.884544662996625,-38.65112537458036,-35.12057975485628,-32.45235223161579,-32.0789868865277
183.4936169849372,-35.628657071581586,-38.7517365784542,-42.901878247187,-34.92492680513321,-37.181169943246545,-0.22626191501515527
187.96907105774056,-34.860674862657255,-45.543505244817304,-47.1801160920122,-37.19280466327616,-36.686402049052866,-13.159059891069187
192.44452513054392,-35.66316274032538,-45.99111444233018,-44.70604848359584,-37.13235868236251,-37.65533223169424,-14.260592138709569
196.91997920334728,-34.97230899310571,-54.19470754373435,-43.60720306418492,-38.765427970558434,-37.758127011596216,-17.057505686492426
201.39543327615064,-36.08122263194495,-43.086516065133125,-48.724410670686574,-36.07309880289571,-35.70063011011075,-22.775339167449033
205.870887348954,-35.06860421907287,-42.63475249176395,-46.56519482291473,-36.28185142152509,-37.95230716900627,-23.37884838811329
210.34634142175736,-33.40509160433291,-45.76653086130908,-46.70394607551155,-36.484711609761945,-37.736899356545415,-28.27746456358932
214.82179549456072,-34.824893551583635,-44.39526466507325,-46.003945001825485,-37.59628022446684,-37.661484002200424,-29.83333041770615
219.29724956736402,-36.997093515247784,-52.34375655516004,-52.19349144462075,-37.44870640169299,-36.52292521375385,-30.51747022814228
223.77270364016732,-34.88924603390421,-47.397983274775434,-50.0198189201721,-38.84144869628494,-38.571109628351074,-30.823719350619378
228.24815771297074,-28.99466384321397,-32.67412412995713,-32.717370501341854,-35.029006506237124,-31.031811352673017,-31.567882764269793
232.72361178577404,-32.33156230323841,-47.578363034492014,-49.62132340863676,-37.89143538598966,-37.15268563826025,-32.18913035014144
