StatType:1
NumBins:1912
StartFreq:107898100
PerBin:real and imaginary coefficients
-1.046, -0.609
-1.484, 0.338
-1.114, 1.130
-0.490, 1.683
0.362, 1.926
1.274, 1.746
2.039, 1.146
2.467, 0.250
2.458, -0.750
2.028, -1.642
1.287, -2.258
0.396, -2.515
-0.481, -2.414
-1.218, -2.013
-1.733, -1.407
-1.992, -0.688
-1.987, 0.056
-1.717, 0.749
-1.199, 1.300
-0.480, 1.610
0.335, 1.585
1.087, 1.177
1.588, 0.435
1.677, -0.493
1.301, -1.378
0.537, -1.991
-0.430, -2.187
-1.385, -1.936
-2.139, -1.309
-2.567, -0.435
-2.617, 0.525
-2.299, 1.416
-1.687, 2.108
-0.884, 2.524
-0.005, 2.631
0.846, 2.428
1.574, 1.940
2.079, 1.213
2.271, 0.333
2.087, -0.561
1.538, -1.300
0.719, -1.723
-0.199, -1.735
-1.019, -1.335
-1.574, -0.611
-1.752, 0.294
-1.505, 1.209
-0.858, 1.942
0.077, 2.323
1.104, 2.252
2.006, 1.743
2.610, 0.915
2.838, -0.062
2.691, -1.034
2.218, -1.878
1.481, -2.504
0.568, -2.831
-0.404, -2.806
-1.297, -2.422
-1.973, -1.733
-2.332, -0.851
-2.320, 0.088
-1.946, 0.941
-1.249, 1.576
-0.331, 1.860
0.643, 1.697
1.452, 1.075
1.864, 0.120
1.755, -0.923
1.167, -1.775
0.280, -2.253
-0.695, -2.308
-1.594, -1.983
-2.301, -1.351
-2.732, -0.499
-2.825, 0.464
-2.558, 1.406
-1.963, 2.188
-1.124, 2.704
-0.152, 2.884
0.822, 2.699
1.667, 2.159
2.245, 1.321
2.430, 0.304
2.158, -0.704
1.454, -1.476
0.485, -1.822
-0.499, -1.663
-1.255, -1.085
-1.645, -0.266
-1.642, 0.607
-1.281, 1.387
-0.634, 1.958
0.201, 2.226
1.093, 2.143
1.900, 1.711
2.492, 0.991
2.776, 0.085
2.701, -0.879
2.263, -1.761
1.510, -2.421
0.552, -2.737
-0.455, -2.641
-1.321, -2.142
-1.882, -1.347
-2.042, -0.424
-1.799, 0.437
-1.235, 1.079
-0.476, 1.402
0.329, 1.359
1.026, 0.968
1.480, 0.309
1.600, -0.490
1.363, -1.276
0.812, -1.908
0.028, -2.274
-0.865, -2.302
-1.725, -1.966
-2.403, -1.305
-2.776, -0.414
-2.778, 0.555
-2.408, 1.449
-1.735, 2.122
-0.871, 2.487
0.051, 2.499
0.895, 2.155
1.520, 1.508
1.807, 0.666
1.697, -0.201
1.215, -0.903
0.487, -1.292
-0.314, -1.307
-1.025, -0.972
-1.525, -0.363
-1.727, 0.417
-1.580, 1.240
-1.090, 1.959
-0.322, 2.433
0.596, 2.567
1.513, 2.333
2.290, 1.765
2.814, 0.941
3.006, -0.036
2.820, -1.033
2.263, -1.896
1.405, -2.473
0.397, -2.647
-0.563, -2.390
-1.285, -1.781
-1.658, -0.979
-1.667, -0.153
-1.354, 0.567
-0.791, 1.085
-0.060, 1.320
0.722, 1.216
1.402, 0.763
1.834, 0.029
1.914, -0.856
1.604, -1.732
0.934, -2.437
-0.004, -2.832
-1.062, -2.821
-2.061, -2.375
-2.811, -1.554
-3.171, -0.500
-3.084, 0.584
-2.602, 1.511
-1.854, 2.149
-0.985, 2.458
-0.110, 2.452
0.684, 2.155
1.312, 1.598
1.678, 0.841
1.704, -0.009
1.356, -0.799
0.679, -1.364
-0.203, -1.565
-1.110, -1.331
-1.835, -0.680
-2.195, 0.264
-2.088, 1.308
-1.516, 2.209
-0.604, 2.779
0.449, 2.915
1.443, 2.635
2.232, 2.027
2.744, 1.213
2.951, 0.297
2.849, -0.626
2.440, -1.467
1.759, -2.116
0.878, -2.472
-0.078, -2.465
-0.952, -2.073
-1.583, -1.357
-1.842, -0.441
-1.669, 0.491
-1.091, 1.240
-0.231, 1.638
0.714, 1.592
1.536, 1.116
2.057, 0.322
2.184, -0.619
1.906, -1.528
1.289, -2.252
0.439, -2.679
-0.511, -2.759
-1.427, -2.479
-2.181, -1.885
-2.663, -1.052
-2.805, -0.102
-2.580, 0.825
-2.028, 1.588
-1.238, 2.068
-0.339, 2.195
0.517, 1.955
1.186, 1.393
1.553, 0.606
1.540, -0.262
1.135, -1.043
0.405, -1.561
-0.501, -1.687
-1.380, -1.376
-2.032, -0.691
-2.317, 0.214
-2.192, 1.150
-1.708, 1.947
-0.965, 2.488
-0.088, 2.714
0.802, 2.609
1.589, 2.200
2.174, 1.544
2.485, 0.730
2.482, -0.135
2.163, -0.934
1.562, -1.553
0.758, -1.884
-0.117, -1.845
-0.895, -1.417
-1.391, -0.666
-1.464, 0.233
-1.086, 1.057
-0.358, 1.586
0.515, 1.703
1.324, 1.423
1.925, 0.845
2.248, 0.096
2.274, -0.713
2.011, -1.489
1.485, -2.134
0.751, -2.562
-0.104, -2.705
-0.969, -2.532
-1.724, -2.048
-2.250, -1.306
-2.450, -0.409
-2.269, 0.497
-1.722, 1.241
-0.911, 1.661
-0.018, 1.662
0.750, 1.257
1.218, 0.565
1.309, -0.236
1.039, -0.973
0.486, -1.520
-0.252, -1.792
-1.059, -1.746
-1.809, -1.371
-2.378, -0.711
-2.661, 0.146
-2.599, 1.074
-2.188, 1.936
-1.475, 2.597
-0.558, 2.952
0.432, 2.944
1.343, 2.566
2.033, 1.879
2.401, 0.997
2.396, 0.065
2.029, -0.763
1.374, -1.353
0.552, -1.606
-0.284, -1.479
-0.966, -0.997
-1.354, -0.262
-1.367, 0.571
-1.003, 1.328
-0.336, 1.859
0.510, 2.065
1.387, 1.904
2.148, 1.398
2.666, 0.621
2.860, -0.309
2.699, -1.259
2.200, -2.098
1.429, -2.709
0.484, -3.009
-0.516, -2.943
-1.420, -2.510
-2.084, -1.762
-2.391, -0.817
-2.265, 0.155
-1.747, 0.901
-1.057, 1.342
-0.249, 1.463
0.472, 1.216
1.023, 0.732
1.297, 0.025
1.260, -0.687
0.899, -1.401
0.265, -1.782
-0.382, -2.076
-1.417, -2.012
-2.108, -1.370
-2.603, -0.733
-2.869, 0.270
-2.642, 1.231
-2.093, 2.082
-1.217, 2.592
-0.288, 2.742
0.624, 2.514
1.314, 1.993
1.749, 1.281
1.855, 0.531
1.704, -0.188
1.283, -0.760
0.715, -1.131
0.006, -1.244
-0.681, -1.026
-1.234, -0.504
-1.488, 0.237
-1.399, 1.052
-0.915, 1.779
-0.138, 2.233
0.788, 2.302
1.663, 1.986
2.371, 1.324
2.702, 0.429
2.670, -0.473
2.308, -1.274
1.726, -1.859
1.002, -2.175
0.276, -2.233
-0.441, -2.060
-1.054, -1.624
-1.419, -0.981
-1.481, -0.241
-1.229, 0.432
-0.686, 0.944
0.030, 1.124
0.777, 0.963
1.370, 0.434
1.669, -0.308
1.590, -1.159
1.153, -1.893
0.418, -2.399
-0.458, -2.555
-1.310, -2.378
-2.081, -1.930
-2.642, -1.189
-2.876, -0.301
-2.783, 0.590
-2.391, 1.389
-1.739, 1.984
-0.927, 2.284
-0.080, 2.250
0.659, 1.887
1.162, 1.274
1.346, 0.530
1.186, -0.198
0.723, -0.763
0.051, -1.053
-0.693, -0.999
-1.353, -0.598
-1.783, 0.086
-1.874, 0.930
-1.586, 1.769
-0.954, 2.441
-0.082, 2.812
0.880, 2.816
1.776, 2.458
2.472, 1.801
2.880, 0.949
2.962, 0.028
2.725, -0.838
2.217, -1.548
1.513, -2.019
0.711, -2.201
-0.081, -2.078
-0.754, -1.666
-1.198, -1.019
-1.318, -0.239
-1.065, 0.522
-0.461, 1.085
0.371, 1.289
1.226, 1.048
1.879, 0.403
2.160, -0.491
2.013, -1.424
1.492, -2.205
0.720, -2.718
-0.171, -2.913
-1.069, -2.794
-1.874, -2.386
-2.504, -1.737
-2.886, -0.910
-2.973, 0.004
-2.740, 0.898
-2.199, 1.660
-1.406, 2.170
-0.468, 2.326
0.452, 2.074
1.165, 1.445
1.495, 0.564
1.364, -0.349
0.817, -1.060
0.024, -1.408
-0.810, -1.350
-1.518, -0.950
-1.999, -0.302
-2.207, 0.491
-2.096, 1.328
-1.675, 2.094
-0.982, 2.671
-0.103, 2.972
0.847, 2.937
1.739, 2.561
2.447, 1.882
2.864, 0.985
2.917, -0.007
2.586, -0.935
1.925, -1.640
1.063, -2.000
0.170, -1.968
-0.585, -1.581
-1.078, -0.937
-1.238, -0.173
-1.050, 0.573
-0.548, 1.159
0.175, 1.465
0.979, 1.418
1.702, 1.017
2.202, 0.333
2.390, -0.511
2.234, -1.376
1.761, -2.132
1.035, -2.672
0.157, -2.920
-0.760, -2.843
-1.592, -2.440
-2.224, -1.768
-2.564, -0.915
-2.560, -0.003
-2.203, 0.825
-1.550, 1.425
-0.721, 1.683
0.111, 1.547
0.764, 1.057
1.097, 0.344
1.055, -0.416
0.678, -1.055
0.068, -1.455
-0.657, -1.563
-1.376, -1.368
-1.985, -0.898
-2.388, -0.206
-2.514, 0.616
-2.326, 1.462
-1.824, 2.208
-1.061, 2.736
-0.133, 2.950
0.820, 2.790
1.639, 2.270
2.171, 1.469
2.312, 0.549
2.056, -0.296
1.499, -0.897
0.800, -1.167
0.117, -1.114
-0.441, -0.803
-0.808, -0.300
-0.929, 0.318
-0.767, 0.955
-0.317, 1.493
0.364, 1.807
1.164, 1.808
1.942, 1.463
2.552, 0.802
2.872, -0.084
2.820, -1.060
2.387, -1.963
1.630, -2.633
0.681, -2.954
-0.286, -2.882
-1.106, -2.469
-1.674, -1.828
-1.959, -1.082
-1.964, -0.323
-1.698, 0.369
-1.184, 0.897
-0.489, 1.156
0.257, 1.069
0.885, 0.634
1.238, -0.064
1.221, -0.870
0.825, -1.603
0.120, -2.105
-0.764, -2.267
-1.667, -2.045
-2.425, -1.466
-2.907, -0.628
-3.038, 0.330
-2.820, 1.263
-2.300, 2.051
-1.554, 2.610
-0.666, 2.887
0.265, 2.840
1.119, 2.457
1.760, 1.775
2.067, 0.904
1.979, 0.005
1.525, -0.741
0.815, -1.192
0.004, -1.275
-0.744, -0.993
-1.288, -0.408
-1.522, 0.370
-1.391, 1.198
-0.901, 1.917
-0.128, 2.384
0.798, 2.502
1.724, 2.241
2.500, 1.631
2.997, 0.757
3.137, -0.255
2.886, -1.251
2.287, -2.079
1.433, -2.610
0.469, -2.780
-0.454, -2.580
-1.208, -2.073
-1.695, -1.345
-1.867, -0.508
-1.694, 0.319
-1.192, 1.002
-0.434, 1.410
0.443, 1.435
1.258, 1.049
1.824, 0.316
2.005, -0.618
1.750, -1.558
1.108, -2.309
0.207, -2.725
-0.779, -2.745
-1.679, -2.391
-2.368, -1.748
-2.776, -0.931
-2.884, -0.046
-2.695, 0.810
-2.234, 1.548
-1.545, 2.082
-0.703, 2.327
0.171, 2.228
0.930, 1.777
1.422, 1.044
1.527, 0.169
1.211, -0.652
0.539, -1.220
-0.323, -1.390
-1.157, -1.128
-1.770, -0.513
-2.044, 0.298
-1.963, 1.135
-1.576, 1.866
-0.958, 2.410
-0.188, 2.719
0.660, 2.755
1.492, 2.495
2.200, 1.952
2.677, 1.179
2.845, 0.281
2.666, -0.617
2.162, -1.373
1.409, -1.856
0.542, -1.979
-0.265, -1.714
-0.837, -1.132
-1.053, -0.381
-0.887, 0.347
-0.411, 0.886
0.244, 1.139
0.944, 1.080
1.570, 0.728
2.021, 0.128
2.214, -0.637
2.088, -1.461
1.645, -2.202
0.937, -2.743
0.074, -2.991
-0.835, -2.922
-1.659, -2.542
-2.300, -1.899
-2.674, -1.075
-2.719, -0.179
-2.425, 0.651
-1.842, 1.278
-1.082, 1.593
-0.299, 1.548
0.349, 1.176
0.735, 0.568
0.782, -0.137
0.479, -0.778
-0.111, -1.200
-0.853, -1.294
-1.581, -1.031
-2.140, -0.464
-2.428, 0.295
-2.411, 1.118
-2.103, 1.899
-1.541, 2.548
-0.770, 2.990
0.135, 3.155
1.072, 2.994
1.907, 2.500
2.513, 1.726
2.781, 0.779
2.658, -0.188
2.160, -1.003
1.386, -1.513
0.500, -1.616
-0.294, -1.312
-0.817, -0.696
-0.973, 0.054
-0.769, 0.759
-0.288, 1.286
0.367, 1.569
1.102, 1.578
1.827, 1.295
2.438, 0.728
2.822, -0.081
2.884, -1.031
2.575, -1.987
1.910, -2.796
0.964, -3.318
-0.128, -3.454
-1.198, -3.164
-2.070, -2.488
-2.588, -1.542
-2.675, -0.513
-2.351, 0.401
-1.735, 1.048
-0.973, 1.366
-0.200, 1.357
0.483, 1.045
0.972, 0.475
1.168, -0.277
0.999, -1.070
0.465, -1.737
-0.349, -2.122
-1.290, -2.125
-2.189, -1.725
-2.880, -0.975
-3.244, 0.015
-3.207, 1.099
-2.756, 2.101
-1.959, 2.866
-0.947, 3.268
0.105, 3.269
1.048, 2.906
1.770, 2.261
2.199, 1.432
2.294, 0.524
2.033, -0.338
1.428, -1.000
0.605, -1.312
-0.256, -1.201
-0.942, -0.705
-1.309, 0.042
-1.299, 0.871
-0.928, 1.623
-0.262, 2.170
0.600, 2.415
1.524, 2.302
2.364, 1.823
2.978, 1.044
3.261, 0.080
3.187, -0.918
2.771, -1.822
2.070, -2.532
1.167, -2.949
0.182, -3.002
-0.738, -2.678
-1.415, -2.032
-1.736, -1.207
-1.674, -0.394
-1.302, 0.248
-0.739, 0.625
-0.113, 0.723
0.494, 0.546
0.976, 0.092
1.213, -0.565
1.117, -1.310
0.674, -1.983
-0.051, -2.424
-0.930, -2.538
-1.816, -2.293
-2.565, -1.721
-3.069, -0.903
-3.243, 0.055
-3.052, 1.012
-2.536, 1.817
-1.783, 2.351
-0.951, 2.558
-0.161, 2.475
0.507, 2.155
1.000, 1.646
1.274, 1.005
1.245, 0.316
0.908, -0.287
0.311, -0.651
-0.398, -0.661
-1.029, -0.297
-1.411, 0.353
-1.438, 1.136
-1.100, 1.878
-0.461, 2.422
0.362, 2.672
1.229, 2.588
2.008, 2.196
2.595, 1.564
2.940, 0.788
3.025, -0.047
2.847, -0.869
2.408, -1.601
1.732, -2.145
0.894, -2.399
0.027, -2.297
-0.697, -1.841
-1.122, -1.134
-1.160, -0.347
-0.828, 0.324
-0.231, 0.728
0.472, 0.785
1.114, 0.500
1.560, -0.053
1.729, -0.761
1.595, -1.499
1.180, -2.151
0.536, -2.633
-0.266, -2.875
-1.148, -2.830
-2.000, -2.468
-2.700, -1.800
-3.124, -0.897
-3.181, 0.112
-2.849, 1.062
-2.189, 1.795
-1.329, 2.193
-0.421, 2.217
0.379, 1.884
0.943, 1.275
1.177, 0.506
1.044, -0.267
0.574, -0.886
-0.130, -1.225
-0.924, -1.209
-1.657, -0.838
-2.185, -0.166
-2.407, 0.698
-2.266, 1.620
-1.765, 2.445
-0.972, 3.035
-0.007, 3.302
0.993, 3.212
1.900, 2.791
2.615, 2.087
3.055, 1.178
3.157, 0.155
2.858, -0.836
2.186, -1.632
1.273, -2.070
0.253, -2.044
-0.594, -1.585
-1.111, -0.820
-1.183, 0.074
-0.845, 0.865
-0.189, 1.393
0.623, 1.566
1.439, 1.376
2.112, 0.875
2.547, 0.144
2.710, -0.713
2.576, -1.602
2.131, -2.445
1.387, -3.116
0.398, -3.516
-0.718, -3.530
-1.776, -3.095
-2.599, -2.287
-3.019, -1.201
-2.958, -0.095
-2.466, 0.830
